UF;NACIONALIDADE;CLASSIFICACAO;QTD
ES;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;2
ES;SERVIA E MONTENEGRO;Residente;3
ES;PANAMÁ;Temporário;1
ES;BENIN;Temporário;6
ES;ESTÔNIA;Residente;2
ES;QUÊNIA;Residente;2
ES;TRINIDAD E TOBAGO;Temporário;1
ES;MAURÍCIO;Residente;1
ES;ESLOVÁQUIA;Residente;3
ES;BURKINA FASO;Residente;1
ES;LUXEMBURGO;Residente;1
ES;LETÔNIA;Residente;1
ES;REP. MONTENEGRO;Temporário;1
ES;BARBADOS;Residente;1
ES;MALTA;Residente;2
ES;CONGO;Residente;3
ES;VIETINA;Residente;4
ES;TURQUIA;Temporário;1
ES;ESLOVÊNIA;Residente;3
ES;UNIÃO SOVIÉTICA;Residente;1
ES;TURQUIA;Provisório;2
ES;GUATEMALA;Residente;2
ES;REP. CENTRO AFRICANA;Temporário;1
ES;MOLDOVA;Provisório;1
ES;AUSTRIA;Temporário;3
ES;COSTA DO MARFIM;Temporário;2
ES;SÉRVIA;Temporário;1
ES;AUSTRÁLIA;Temporário;2
ES;LITUÂNIA;Residente;2
ES;SENEGAL;Provisório;1
ES;IÊMEN;Residente;1
ES;BAHAMA,IS;Residente;1
ES;CABO VERDE;Provisório;1
ES;ARÁBIA SAUDITA;Residente;3
ES;ARGENTINA;Provisório;1
ES;HONG-KONG (R.A.E.);Residente;1
ES;NIGÉRIA;Provisório;1
ES;MOÇAMBIQUE;Provisório;1
ES;ZÂMBIA;Residente;1
ES;TCHECOSLOVAQUIA;Residente;1
ES;GEÓRGIA;Residente;2
ES;UGANDA;Residente;1
ES;LIBÉRIA;Residente;1
ES;GUIANA;Residente;1
PR;VENEZUELA;Temporário;31343
PR;VENEZUELA;Residente;14255
PR;PAÍSES BAIXOS;Residente;567
PR;HAITI;Residente;19004
PR;PERU;Residente;1404
PR;ISLÂNDIA;Residente;6
PR;URUGUAI;Residente;978
PR;CHINA;Residente;3262
PR;COLÔMBIA;Provisório;62
PR;PORTUGAL;Residente;4019
PR;ESTADOS UNIDOS;Residente;1415
PR;EQUADOR;Temporário;129
PR;INDIA;Residente;304
PR;ALEMANHA;Residente;1699
PR;ARGENTINA;Residente;5732
PR;BOLÍVIA;Residente;891
PR;CONGO;Residente;60
PR;CHILE;Residente;1550
PR;MOÇAMBIQUE;Temporário;72
PR;NIGÉRIA;Residente;131
PR;ITÁLIA;Residente;1775
PR;JAPÃO;Residente;3246
PR;AFEGANISTÃO;Temporário;332
PR;ANGOLA;Residente;397
PR;PARAGUAI;Residente;9941
PR;ESTADOS UNIDOS;Temporário;172
PR;HAITI;Temporário;3024
PR;ESPANHA;Residente;1397
PR;CUBA;Provisório;3519
PR;EGITO;Residente;154
PR;ITÁLIA;Temporário;38
PR;COLÔMBIA;Residente;2220
PR;SUÍCA;Residente;295
PR;LÍBANO;Residente;3290
PR;GUIANA;Temporário;20
PR;COLÔMBIA;Temporário;1553
PR;FRANÇA;Residente;775
PR;SÍRIA;Residente;725
PR;IÊMEN;Provisório;7
PR;POLÔNIA;Residente;807
PR;PAQUISTÃO;Residente;141
PR;CUBA;Residente;1050
PR;AUSTRIA;Residente;152
PR;BÉLGICA;Residente;155
PR;NIGÉRIA;Provisório;31
PR;CANADÁ;Residente;237
PR;RÚSSIA;Residente;236
PR;REINO UNIDO;Residente;465
PR;APÁTRIDA;Residente;138
PR;MÉXICO;Residente;318
PR;PANAMÁ;Temporário;16
PR;NORUEGA;Residente;39
PR;SAO TOMÉ E PRÍNCIPE;Temporário;6
PR;HAITI;Provisório;11
PR;PERU;Temporário;481
PR;TUNÍSIA;Residente;53
PR;UCRÂNIA;Residente;154
PR;PARAGUAI;Temporário;5894
PR;PERU;Provisório;19
PR;CORÉIA DO SUL;Residente;484
PR;CHILE;Temporário;206
PR;REP. DOMINICANA;Residente;86
PR;VENEZUELA;Provisório;1417
PR;JORDÂNIA;Residente;121
PR;BÓSNIA-HERZEGOVINA;Residente;2
PR;DINAMARCA;Residente;72
PR;EQUADOR;Residente;222
PR;ROMÊNIA;Residente;106
PR;MALÁSIA;Residente;14
PR;ANGOLA;Temporário;166
PR;EL SALVADOR;Residente;59
PR;AUSTRÁLIA;Residente;78
PR;CABO VERDE;Residente;26
PR;HUNGRIA;Residente;45
PR;GRÉCIA;Residente;58
PR;GUINÉ BISSAU;Residente;131
PR;AFRICA DO SUL;Residente;48
PR;GUINÉ BISSAU;Temporário;70
PR;INDIA;Temporário;131
PR;SÉRVIA;Temporário;1
PR;LÍBIA;Residente;121
PR;MOÇAMBIQUE;Provisório;7
PR;MARROCOS;Residente;149
PR;ANGOLA;Provisório;67
PR;TAILÂNDIA;Temporário;11
PR;SUÉCIA;Residente;128
PR;ZIMBÁBUE;Temporário;2
PR;BOLÍVIA;Temporário;225
PR;BUTÃO;Residente;2
PR;REPÚBLICA TCHECA;Residente;23
PR;RÚSSIA;Temporário;14
PR;ESPANHA;Provisório;3
PR;MALTA;Residente;23
PR;ISRAEL;Residente;51
PR;REP. DOMINICANA;Temporário;14
PR;TURQUIA;Temporário;1
PR;ARGENTINA;Temporário;141
PR;GUINÉ BISSAU;Provisório;18
PR;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;28
PR;ALEMANHA;Temporário;49
PR;TOGO;Temporário;7
PR;PALESTINA;Residente;77
PR;NICARÁGUA;Residente;20
PR;BURUNDI;Residente;6
PR;FILIPINAS;Residente;125
PR;BULGÁRIA;Residente;17
PR;MARROCOS;Provisório;73
PR;LETÔNIA;Residente;17
PR;CUBA;Temporário;102
PR;SÍRIA;Provisório;60
PR;SÍRIA;Temporário;19
PR;IRAQUE;Residente;27
PR;TURQUIA;Residente;57
PR;MOÇAMBIQUE;Residente;41
PR;CHINA;Temporário;120
PR;JAPÃO;Temporário;51
PR;UCRÂNIA;Temporário;173
PR;ESTÔNIA;Residente;13
PR;FINLÂNDIA;Residente;39
PR;IRLANDA;Residente;34
PR;FRANÇA;Temporário;73
PR;NOVA ZELÂNDIA;Residente;32
PR;HONDURAS;Residente;23
PR;LÍBANO;Provisório;326
PR;TAIWAN, PROVINCIA DA CHINA;Residente;43
PR;CAMARÕES;Temporário;8
PR;COSTA RICA;Residente;26
PR;GUINÉ;Residente;51
PR;TUNÍSIA;Provisório;25
PR;RÚSSIA;Provisório;46
PR;PORTUGAL;Temporário;17
PR;IÊMEN;Residente;56
PR;TCHECOSLOVAQUIA;Residente;11
PR;GUATEMALA;Residente;22
PR;GUINÉ EQUATORIAL;Temporário;11
PR;IRÃ;Residente;79
PR;INDONÉSIA;Residente;44
PR;BENIN;Temporário;22
PR;SURINAME;Provisório;1
PR;REP. DOMINICANA;Provisório;27
PR;QUÊNIA;Residente;6
PR;LITUÂNIA;Residente;38
PR;CROÁCIA;Residente;8
PR;CINGAPURA;Residente;9
PR;AFRICA DO SUL;Provisório;3
PR;ESTADOS UNIDOS;Provisório;2
PR;CONGO;Temporário;11
PR;PARAGUAI;Provisório;17
PR;AUSTRÁLIA;Temporário;3
PR;GANA;Temporário;16
PR;RUANDA;Residente;2
PR;ESLOVÊNIA;Residente;5
PR;SERVIA E MONTENEGRO;Residente;54
PR;CONGO;Provisório;10
PR;GANA;Residente;86
PR;MALAVI;Temporário;1
PR;SERRA LEOA;Residente;92
PR;PANAMÁ;Residente;37
PR;SÉRVIA;Residente;16
PR;TRINIDAD E TOBAGO;Residente;1
PR;UGANDA;Provisório;2
PR;KUAITE;Residente;2
PR;GANA;Provisório;8
PR;SENEGAL;Residente;755
PR;SERRA LEOA;Provisório;12
PR;CHINA;Provisório;16
PR;GUIANA;Residente;5
PR;TANZÂNIA;Residente;4
PR;ESLOVÁQUIA;Residente;12
PR;BANGLADESH;Residente;860
PR;TAILÂNDIA;Residente;7
PR;MÉXICO;Temporário;38
PR;MÉXICO;Provisório;5
PR;SUÉCIA;Temporário;19
PR;HONDURAS;Temporário;26
PR;TOGO;Residente;19
PR;REINO UNIDO;Provisório;1
PR;QUÊNIA;Temporário;4
PR;NICARÁGUA;Provisório;4
PR;EMIRADOS ÁRABES;Residente;1
PR;IRÃ;Temporário;14
PR;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;5
PR;INDONÉSIA;Temporário;9
PR;ARGÉLIA;Provisório;1
PR;UGANDA;Residente;1
PR;SUÍCA;Temporário;8
PR;NIGÉRIA;Temporário;6
PR;HONDURAS;Provisório;7
PR;MONGÓLIA;Residente;1
PR;UNIÃO SOVIÉTICA;Residente;9
PR;EQUADOR;Provisório;11
PR;MALÁSIA;Temporário;3
PR;BELARUS;Residente;17
PR;SENEGAL;Temporário;182
PR;EL SALVADOR;Temporário;27
PR;SUDÃO;Residente;24
PR;CABO VERDE;Temporário;10
PR;HUNGRIA;Temporário;2
PR;COSTA DO MARFIM;Temporário;6
PR;PALESTINA;Provisório;10
PR;REINO UNIDO;Temporário;6
PR;POLINÉSIA FRANCESA;Residente;1
PR;REPÚBLICA DEMOCRÁTICA DO CONGO;Provisório;12
PR;PAQUISTÃO;Temporário;6
PR;AFEGANISTÃO;Residente;7
PR;CAMARÕES;Residente;9
PR;BENIN;Residente;41
PR;CORÉIA DO SUL;Temporário;6
PR;DINAMARCA;Temporário;5
PR;CANADÁ;Temporário;10
PR;GUIANA FRANCESA;Residente;8
PR;LÍBANO;Temporário;17
PR;BENIN;Provisório;5
PR;ESPANHA;Temporário;12
PR;POLÔNIA;Temporário;7
PR;ARGÉLIA;Residente;18
PR;COSTA RICA;Provisório;3
PR;SURINAME;Residente;2
PR;LÍBIA;Provisório;5
PR;NEPAL;Residente;9
PR;ARMÊNIA;Residente;2
PR;GABÃO;Residente;3
PR;TIMOR LESTE;Residente;5
PR;INFNI;Residente;3
PR;TUNÍSIA;Temporário;2
PR;FIJI, ILHAS;Residente;1
PR;Montenegro;Residente;1
PR;COSTA RICA;Temporário;10
PR;URUGUAI;Temporário;12
PR;INDIA;Provisório;4
PR;NICARÁGUA;Temporário;13
PR;CAZAQUISTÃO;Residente;1
PR;HONG-KONG (R.A.E.);Residente;4
PR;TURCAS E CAICOS;Residente;2
PR;GUINÉ EQUATORIAL;Residente;4
PR;GEÓRGIA;Residente;4
PR;COSTA DO MARFIM;Residente;7
PR;BÉLGICA;Temporário;5
PR;MARROCOS;Temporário;2
PR;VIETINA;Residente;5
PR;MAURITÂNIA;Residente;6
PR;JORDÂNIA;Provisório;5
PR;ZÂMBIA;Residente;1
PR;PORTO RICO;Residente;2
PR;JAMAICA;Temporário;3
PR;PARAGUAI;Fronteiriço;1314
PR;VIETNAM DO NORTE;Residente;2
PR;ARÁBIA SAUDITA;Residente;1
PR;SAO TOMÉ E PRÍNCIPE;Residente;10
PR;ALBÂNIA;Residente;4
PR;SAMOA OCIDENTAL;Residente;2
PR;GUATEMALA;Temporário;15
PR;IRÃ;Provisório;3
PR;BANGLADESH;Provisório;82
PR;ROMÊNIA;Temporário;2
PR;SOMÁLIA;Temporário;1
PR;FINLÂNDIA;Temporário;102
PR;NORUEGA;Temporário;2
PR;ZÂMBIA;Temporário;1
PR;LUXEMBURGO;Residente;3
PR;TONGA;Residente;1
PR;BHUTAN;Residente;2
PR;AUSTRIA;Temporário;8
PR;SENEGAL;Provisório;30
PR;REP. MONTENEGRO;Residente;2
PR;ARGENTINA;Provisório;13
PR;ANTÍGUA;Residente;2
PR;EGITO;Provisório;18
PR;MACAU (R.A.E.);Residente;1
PR;EGITO;Temporário;1
PR;PAÍSES BAIXOS;Temporário;9
PR;GABÃO;Temporário;3
PR;PALESTINA;Temporário;1
PR;SUÉCIA;Provisório;1
PR;NEPAL;Temporário;2
PR;PAQUISTÃO;Provisório;6
PR;FILIPINAS;Provisório;2
PR;GUINÉ;Provisório;11
PR;AFRICA DO SUL;Temporário;2
PR;ARÁBIA SAUDITA;Provisório;2
PR;NAMÍBIA;Residente;1
PR;ALEMANHA;Provisório;1
CE;ITÁLIA;Residente;2128
CE;ESTADOS UNIDOS;Residente;722
CE;SUÍCA;Residente;428
CE;ARGENTINA;Residente;940
CE;FRANÇA;Residente;931
CE;VENEZUELA;Temporário;872
CE;PERU;Temporário;66
CE;NIGÉRIA;Residente;23
CE;VENEZUELA;Residente;556
CE;SÍRIA;Provisório;1
CE;CORÉIA DO SUL;Residente;348
CE;ALEMANHA;Residente;638
CE;CHINA;Residente;588
CE;CUBA;Residente;450
CE;COLÔMBIA;Temporário;734
CE;COLÔMBIA;Residente;715
CE;BOLÍVIA;Residente;92
CE;URUGUAI;Residente;158
CE;PAÍSES BAIXOS;Residente;416
CE;CHINA;Temporário;33
CE;PAÍSES BAIXOS;Temporário;10
CE;GUINÉ BISSAU;Residente;472
CE;PORTUGAL;Residente;1885
CE;CABO VERDE;Provisório;6
CE;ROMÊNIA;Residente;12
CE;SÍRIA;Residente;8
CE;HAITI;Residente;38
CE;ANGOLA;Residente;86
CE;MARROCOS;Residente;35
CE;REINO UNIDO;Residente;185
CE;ESPANHA;Residente;525
CE;ITÁLIA;Temporário;63
CE;BÉLGICA;Residente;121
CE;CANADÁ;Residente;95
CE;ESTADOS UNIDOS;Temporário;131
CE;SUÉCIA;Residente;64
CE;JAPÃO;Residente;67
CE;PERU;Residente;172
CE;LÍBANO;Residente;19
CE;PORTUGAL;Temporário;24
CE;CABO VERDE;Temporário;96
CE;NORUEGA;Residente;151
CE;TURQUIA;Residente;10
CE;HONDURAS;Residente;17
CE;GUINÉ BISSAU;Temporário;643
CE;POLÔNIA;Temporário;7
CE;PARAGUAI;Temporário;21
CE;ANGOLA;Temporário;412
CE;AUSTRIA;Residente;111
CE;LITUÂNIA;Residente;16
CE;SENEGAL;Residente;70
CE;CHILE;Residente;200
CE;MÉXICO;Residente;58
CE;EQUADOR;Temporário;25
CE;MOÇAMBIQUE;Temporário;121
CE;CUBA;Provisório;162
CE;NIGÉRIA;Temporário;2
CE;ROMÊNIA;Temporário;3
CE;CABO VERDE;Residente;109
CE;IRLANDA;Residente;26
CE;COSTA RICA;Residente;29
CE;GUINÉ BISSAU;Provisório;30
CE;HAITI;Temporário;19
CE;AUSTRÁLIA;Residente;19
CE;PARAGUAI;Residente;47
CE;SAO TOMÉ E PRÍNCIPE;Temporário;42
CE;PAQUISTÃO;Residente;20
CE;CROÁCIA;Temporário;8
CE;NICARÁGUA;Provisório;1
CE;REPÚBLICA TCHECA;Residente;23
CE;FILIPINAS;Provisório;3
CE;DINAMARCA;Residente;58
CE;GRÉCIA;Residente;23
CE;FRANÇA;Temporário;65
CE;HUNGRIA;Temporário;4
CE;MONGÓLIA;Residente;1
CE;ESPANHA;Temporário;25
CE;EGITO;Residente;10
CE;FILIPINAS;Temporário;18
CE;MADAGASCAR;Temporário;1
CE;HONDURAS;Temporário;19
CE;ISRAEL;Residente;14
CE;MÉXICO;Temporário;12
CE;CHILE;Temporário;63
CE;SUÍCA;Temporário;18
CE;LÍBANO;Provisório;2
CE;TUNÍSIA;Residente;13
CE;EQUADOR;Residente;66
CE;VENEZUELA;Provisório;51
CE;ALEMANHA;Temporário;34
CE;HUNGRIA;Residente;15
CE;RÚSSIA;Provisório;12
CE;BENIN;Residente;5
CE;GUINÉ;Provisório;1
CE;FINLÂNDIA;Residente;19
CE;PORTUGAL;Provisório;1
CE;NICARÁGUA;Residente;8
CE;MOÇAMBIQUE;Residente;15
CE;QUÊNIA;Residente;1
CE;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;3
CE;SAO TOMÉ E PRÍNCIPE;Residente;23
CE;CHINA;Provisório;12
CE;BOLÍVIA;Temporário;30
CE;ESLOVÊNIA;Temporário;3
CE;INDIA;Residente;38
CE;GUATEMALA;Residente;11
CE;CAMARÕES;Provisório;1
CE;CUBA;Temporário;22
CE;TAIWAN, PROVINCIA DA CHINA;Temporário;1
CE;QUIRGUISTÃO;Residente;1
CE;BARBADOS;Residente;2
CE;COLÔMBIA;Provisório;9
CE;RÚSSIA;Residente;28
CE;POLÔNIA;Residente;44
CE;PANAMÁ;Residente;12
CE;TRINIDAD E TOBAGO;Residente;3
CE;NACIONALIDADE INDEFINIDA;Provisório;2
CE;GUIANA;Residente;2
CE;GUIANA FRANCESA;Residente;9
CE;JAMAICA;Temporário;2
CE;BÉLGICA;Temporário;5
CE;ITÁLIA;Provisório;3
CE;SENEGAL;Provisório;3
CE;TAILÂNDIA;Temporário;1
CE;ARGENTINA;Temporário;23
CE;CORÉIA DO SUL;Temporário;7
CE;TUNÍSIA;Provisório;1
CE;IRÃ;Residente;6
CE;EL SALVADOR;Residente;22
CE;NOVA ZELÂNDIA;Residente;13
CE;CONGO;Temporário;3
CE;CANADÁ;Temporário;2
CE;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;1
CE;NIGÉRIA;Provisório;1
CE;MAURITÂNIA;Residente;2
CE;EL SALVADOR;Temporário;2
CE;JAMAICA;Provisório;1
CE;REINO UNIDO;Temporário;5
CE;ALBÂNIA;Residente;7
CE;PALESTINA;Residente;2
CE;BANGLADESH;Residente;5
CE;GUINÉ;Residente;3
CE;ESLOVÊNIA;Residente;12
CE;ARGÉLIA;Residente;7
CE;CAMARÕES;Residente;7
CE;CONGO;Residente;7
CE;JAMAICA;Residente;1
CE;CANADÁ;Provisório;3
CE;PAQUISTÃO;Temporário;4
CE;LUXEMBURGO;Residente;9
CE;FILIPINAS;Residente;12
CE;INDONÉSIA;Residente;1
CE;TCHECOSLOVAQUIA;Residente;5
CE;COSTA DO MARFIM;Temporário;1
CE;MAURÍCIO;Residente;1
CE;GABÃO;Temporário;3
CE;NICARÁGUA;Temporário;4
CE;ZIMBÁBUE;Residente;1
CE;CHILE;Provisório;3
CE;EGITO;Provisório;2
CE;BÓSNIA-HERZEGOVINA;Residente;1
CE;MARROCOS;Provisório;3
CE;BOLÍVIA;Provisório;3
CE;REPÚBLICA TCHECA;Temporário;5
CE;ANGOLA;Provisório;3
CE;GÂMBIA;Residente;2
CE;ZÂMBIA;Residente;2
CE;SÉRVIA;Temporário;2
CE;TIMOR LESTE;Residente;3
CE;SENEGAL;Temporário;7
CE;NORUEGA;Temporário;5
CE;AUSTRIA;Temporário;5
CE;PANAMÁ;Temporário;2
CE;ARMÊNIA;Residente;1
CE;EL SALVADOR;Provisório;3
CE;URUGUAI;Temporário;2
CE;TAILÂNDIA;Residente;1
CE;DINAMARCA;Temporário;2
CE;SUÉCIA;Temporário;4
CE;REP. DOMINICANA;Residente;5
CE;SERVIA E MONTENEGRO;Residente;2
CE;BULGÁRIA;Residente;5
CE;REP. MONTENEGRO;Residente;1
CE;LIECHTENSTEIN;Residente;1
CE;GEÓRGIA;Residente;2
CE;UNIÃO SOVIÉTICA;Residente;1
CE;RÚSSIA;Temporário;3
CE;AFRICA DO SUL;Residente;6
CE;ISLÂNDIA;Residente;2
CE;GANA;Temporário;4
CE;ARGENTINA;Provisório;3
CE;MACAU (R.A.E.);Residente;1
CE;SURINAME;Residente;1
CE;UCRÂNIA;Residente;1
CE;COSTA RICA;Temporário;4
CE;COSTA DO MARFIM;Residente;1
CE;PORTO RICO;Residente;1
CE;GANA;Residente;3
CE;CROÁCIA;Residente;3
CE;INDIA;Provisório;2
CE;GÂMBIA;Temporário;1
CE;SÍRIA;Temporário;1
CE;INDIA;Temporário;4
CE;JORDÂNIA;Residente;2
CE;IÊMEN;Residente;1
CE;QUÊNIA;Provisório;1
CE;AFEGANISTÃO;Residente;1
CE;ALBÂNIA;Temporário;2
CE;ARÁBIA SAUDITA;Residente;1
CE;SERRA LEOA;Residente;1
CE;SAO TOMÉ E PRÍNCIPE;Provisório;1
CE;GANA;Provisório;1
CE;INDONÉSIA;Temporário;3
CE;BAREINE;Residente;1
CE;SUÍCA;Provisório;1
CE;LITUÂNIA;Temporário;1
CE;ESLOVÁQUIA;Residente;2
CE;MALÁSIA;Residente;1
CE;MÉXICO;Provisório;1
CE;IRAQUE;Residente;3
CE;ESPANHA;Provisório;1
CE;SÉRVIA;Residente;3
CE;NÍGER;Residente;1
CE;KOSOVO;Residente;1
CE;LETÔNIA;Residente;1
CE;PERU;Provisório;1
CE;ESLOVÁQUIA;Temporário;1
CE;TUNÍSIA;Temporário;2
CE;ZÂMBIA;Temporário;1
CE;SRI LANKA;Residente;3
CE;BENIN;Temporário;4
CE;GRÉCIA;Temporário;1
CE;REP. DOMINICANA;Temporário;1
CE;GABÃO;Residente;1
CE;BURKINA FASO;Residente;2
CE;FINLÂNDIA;Temporário;1
CE;TOGO;Temporário;1
CE;ISRAEL;Temporário;1
CE;GUATEMALA;Temporário;1
CE;TURQUIA;Provisório;1
AM;VENEZUELA;Temporário;23854
AM;VENEZUELA;Residente;8712
AM;VENEZUELA;Provisório;3440
AM;PERU;Residente;3746
AM;CUBA;Residente;451
AM;BENIN;Temporário;7
AM;BOLÍVIA;Residente;186
AM;ESTADOS UNIDOS;Residente;759
AM;ITÁLIA;Residente;277
AM;PARAGUAI;Residente;36
AM;HAITI;Residente;1553
AM;JAPÃO;Residente;1001
AM;COLÔMBIA;Residente;2779
AM;URUGUAI;Residente;58
AM;FINLÂNDIA;Residente;20
AM;INDIA;Residente;92
AM;HAITI;Temporário;252
AM;CORÉIA DO SUL;Residente;501
AM;ESPANHA;Residente;155
AM;PORTUGAL;Residente;589
AM;ESTADOS UNIDOS;Temporário;47
AM;CUBA;Provisório;137
AM;ARGENTINA;Residente;159
AM;FRANÇA;Residente;134
