UF;NACIONALIDADE;CLASSIFICACAO;QTD
RJ;QUIRGUISTÃO;Residente;6
RJ;TUNÍSIA;Residente;39
RJ;GABÃO;Temporário;22
RJ;BULGÁRIA;Temporário;39
RJ;PAQUISTÃO;Residente;78
RJ;GUINÉ BISSAU;Residente;81
RJ;CROÁCIA;Temporário;100
RJ;TAILÂNDIA;Residente;34
RJ;FINLÂNDIA;Temporário;27
RJ;CHINA;Provisório;4
RJ;CHINA;Temporário;260
RJ;CINGAPURA;Temporário;37
RJ;CINGAPURA;Residente;50
RJ;PORTUGAL;Temporário;310
RJ;SENEGAL;Temporário;25
RJ;JAMAICA;Temporário;15
RJ;TAILÂNDIA;Temporário;94
RJ;REP. CENTRO AFRICANA;Residente;2
RJ;SUDÃO;Residente;2
RJ;UGANDA;Residente;4
RJ;BELARUS;Residente;36
RJ;AUSTRÁLIA;Temporário;44
RJ;IRÃ;Temporário;26
RJ;MALI;Residente;8
RJ;MYANMAR;Temporário;47
RJ;BHUTAN;Residente;2
RJ;ARGENTINA;Provisório;17
RJ;NACIONALIDADE INDEFINIDA;Residente;4
RJ;SAN MARINO;Residente;2
RJ;TRINIDAD E TOBAGO;Residente;39
RJ;ARÁBIA SAUDITA;Residente;8
RJ;CUBA;Provisório;178
RJ;FRANÇA;Provisório;7
RJ;ETIÓPIA;Temporário;1
RJ;SURINAME;Residente;4
RJ;MAURÍCIO;Residente;5
RJ;NOVA ZELÂNDIA;Temporário;11
RJ;NAMÍBIA;Residente;3
RJ;NIGÉRIA;Temporário;34
RJ;TUNÍSIA;Temporário;2
RJ;FEROES, IS;Residente;2
RJ;BURKINA FASO;Residente;9
RJ;BANGLADESH;Temporário;12
RJ;BURUNDI;Residente;1
RJ;IRLANDA;Temporário;27
RJ;LITUÂNIA;Temporário;33
RJ;GUINÉ;Provisório;3
RJ;SENEGAL;Provisório;2
RJ;LÍBIA;Temporário;2
RJ;SUÉCIA;Temporário;37
RJ;ARGÉLIA;Temporário;3
RJ;COSTA RICA;Temporário;12
RJ;ALBÂNIA;Residente;7
RJ;TOGO;Temporário;2
RJ;GUATEMALA;Temporário;6
RJ;MOLDOVA;Residente;9
RJ;SRI LANKA;Residente;9
RJ;UNIÃO SOVIÉTICA;Residente;19
RJ;AFEGANISTÃO;Residente;13
RJ;EGITO;Temporário;9
RJ;ESLOVÁQUIA;Residente;19
RJ;HAITI;Provisório;4
RJ;LUXEMBURGO;Residente;11
RJ;MÔNACO;Residente;1
RJ;SAO TOMÉ E PRÍNCIPE;Temporário;10
RJ;REP. MONTENEGRO;Temporário;7
RJ;GABÃO;Residente;6
RJ;IÊMEN;Residente;7
RJ;CHADE;Residente;1
RJ;QUÊNIA;Residente;11
RJ;VIETNAM DO NORTE;Residente;6
RJ;BAHAMA,IS;Residente;3
RJ;CORÉIA DO SUL;Temporário;33
RJ;PANAMÁ, ZONA DO CANAL;Residente;1
RJ;BÉLGICA;Temporário;51
RJ;SAMOA OCIDENTAL;Residente;2
RJ;SANTA HELENA;Residente;1
RJ;MALTA;Residente;5
RJ;TURCOMENISTÃO;Residente;3
RJ;ESTÔNIA;Temporário;1
RJ;ZÂMBIA;Residente;4
RJ;IUGUSLAVIA;Residente;1
RJ;UZBEQUISTÃO;Residente;7
RJ;PORTUGAL;Provisório;4
RJ;FIJI, ILHAS;Residente;1
RJ;Montenegro;Residente;3
RJ;JAMAICA;Residente;5
RJ;PAÍSES BAIXOS;Provisório;4
RJ;GUADALUPE;Residente;1
RJ;NAMÍBIA;Temporário;4
RJ;CONGO;Provisório;5
RJ;REPÚBLICA DEMOCRÁTICA DO CONGO;Provisório;24
RJ;TREGUA, ESTADO;Residente;1
RJ;HONDURAS;Provisório;1
RJ;AFEGANISTÃO;Temporário;171
RJ;CHILE;Provisório;1
RJ;MARROCOS;Temporário;8
RJ;MARROCOS;Provisório;17
RJ;RÚSSIA;Provisório;61
RJ;TOGO;Provisório;5
RJ;URUGUAI;Temporário;16
RJ;ESTADOS UNIDOS;Provisório;4
RJ;BANGLADESH;Provisório;2
RJ;MADAGASCAR;Temporário;1
RJ;REP. DOMINICANA;Provisório;5
RJ;REPÚBLICA TCHECA;Temporário;9
RJ;LÍBANO;Temporário;7
RJ;HUNGRIA;Temporário;5
RJ;AZERBAIJÃO;Temporário;8
RJ;BOLÍVIA;Provisório;8
RJ;NIGÉRIA;Provisório;7
RJ;AZERBAIJÃO;Residente;2
RJ;AFEGANISTÃO;Provisório;9
RJ;SÍRIA;Temporário;6
RJ;TURCAS E CAICOS;Residente;1
RJ;CAZAQUISTÃO;Temporário;4
RJ;BURUNDI;Temporário;1
RJ;SRI LANKA;Temporário;1
RJ;EQUADOR;Provisório;7
RJ;GUIANA;Temporário;2
RJ;ANDORRA;Residente;2
RJ;UCRÂNIA;Provisório;4
RJ;GUINÉ BISSAU;Provisório;4
RJ;SÉRVIA;Temporário;9
RJ;CHIPRE;Temporário;1
RJ;COSTA DO MARFIM;Provisório;1
RJ;GUINÉ EQUATORIAL;Residente;2
RJ;SÍRIA;Provisório;4
RJ;UGANDA;Temporário;2
RJ;FILIPINAS;Provisório;10
RJ;BANGLADESH;Residente;18
RJ;TUNÍSIA;Provisório;3
RJ;ISRAEL;Temporário;12
RJ;EGITO;Provisório;2
RJ;FINLÂNDIA;Provisório;1
RJ;GEÓRGIA;Temporário;5
RJ;ISRAEL;Provisório;2
RJ;ESLOVÁQUIA;Temporário;3
RJ;ZÂMBIA;Temporário;3
RJ;NICARÁGUA;Provisório;2
RJ;BELARUS;Provisório;4
RJ;GUINÉ EQUATORIAL;Temporário;12
RJ;PAQUISTÃO;Provisório;6
RJ;TURQUIA;Provisório;7
RJ;IÊMEN;Provisório;1
RJ;GÂMBIA;Provisório;1
RJ;CANADÁ;Provisório;1
RJ;CHIPRE;Residente;1
RJ;PANAMÁ;Temporário;7
RJ;SUÍCA;Provisório;1
RJ;TAILÂNDIA;Provisório;1
RJ;CAMARÕES;Temporário;12
RJ;POLÔNIA;Residente;1
RJ;TURCOMENISTÃO;Temporário;1
RJ;PARAGUAI;Provisório;3
RJ;MOÇAMBIQUE;Provisório;5
RJ;MALI;Temporário;2
RJ;KUAITE;Temporário;1
RJ;GUINÉ EQUATORIAL;Provisório;1
RJ;MASCATE;Residente;1
RJ;CORÉIA DO SUL;Provisório;2
RJ;ARMÊNIA;Temporário;3
RJ;SOMÁLIA;Residente;1
RJ;ZIMBÁBUE;Temporário;1
RJ;LÍBANO;Provisório;2
RJ;IRÃ;Provisório;6
RJ;PERU;Provisório;5
RJ;GEÓRGIA;Provisório;1
RJ;SUAZILÂNDIA;Residente;1
RJ;RUANDA;Temporário;2
RJ;ALEMANHA;Provisório;2
RJ;URUGUAI;Provisório;1
RJ;FIJI, ILHAS;Temporário;2
RJ;IUGUSLAVIA;Temporário;1
RJ;MÉXICO;Provisório;6
RJ;BULGÁRIA;Provisório;1
RJ;ITÁLIA;Provisório;4
RJ;GUATEMALA;Provisório;1
RJ;NACIONALIDADE INDEFINIDA;Provisório;1
RJ;ANTÍGUA;Residente;1
RJ;NÍGER;Temporário;3
RJ;DOMINICA;Temporário;1
RJ;GEÓRGIA;Residente;2
RJ;LUXEMBURGO;Temporário;1
RJ;POLINÉSIA FRANCESA;Residente;1
RJ;MADAGASCAR;Residente;3
RJ;BARBADOS;Temporário;2
RJ;BENIN;Provisório;3
RJ;TANZÂNIA;Temporário;3
RJ;SURINAME;Provisório;1
RJ;AFRICA DO SUL;Provisório;1
RJ;GUIANA;Residente;3
RJ;UGANDA;Provisório;2
RJ;MONGÓLIA;Residente;1
RJ;NEPAL;Provisório;1
RJ;KUAITE;Residente;1
RJ;TERRIT. BRIT. DO OCEANO INDICO;Residente;1
RS;ARGENTINA;Residente;7486
RS;CHILE;Temporário;174
RS;ARGENTINA;Temporário;513
RS;URUGUAI;Residente;31650
RS;LÍBANO;Residente;125
RS;COLÔMBIA;Temporário;1139
RS;SERVIA E MONTENEGRO;Residente;17
RS;ROMÊNIA;Residente;54
RS;CHINA;Residente;637
RS;URUGUAI;Fronteiriço;5802
RS;PORTUGAL;Residente;1816
RS;JORDÂNIA;Residente;459
RS;ARGENTINA;Fronteiriço;10
RS;PARAGUAI;Residente;848
RS;ARGENTINA;Provisório;11
RS;EQUADOR;Residente;202
RS;CUBA;Temporário;110
RS;CHILE;Residente;1256
RS;PARAGUAI;Temporário;311
RS;JAPÃO;Residente;845
RS;PALESTINA;Residente;187
RS;COLÔMBIA;Residente;1959
RS;PERU;Residente;824
RS;APÁTRIDA;Residente;78
RS;ALEMANHA;Residente;1289
RS;SUDÃO;Residente;17
RS;VENEZUELA;Residente;11945
RS;CUBA;Residente;1040
RS;GUATEMALA;Residente;36
RS;UNIÃO SOVIÉTICA;Residente;18
RS;ITÁLIA;Residente;1297
RS;VENEZUELA;Temporário;19753
RS;ESTADOS UNIDOS;Residente;898
RS;BOLÍVIA;Residente;361
RS;MÉXICO;Residente;176
RS;TAIWAN, PROVINCIA DA CHINA;Temporário;3
RS;BOLÍVIA;Temporário;56
RS;SÍRIA;Residente;82
RS;GRÉCIA;Residente;67
RS;URUGUAI;Temporário;63
RS;BENIN;Temporário;22
RS;INDIA;Temporário;52
RS;CORÉIA DO SUL;Residente;154
RS;FINLÂNDIA;Residente;11
RS;RÚSSIA;Residente;168
RS;ESPANHA;Residente;789
RS;CUBA;Provisório;1261
RS;HONG-KONG (R.A.E.);Residente;13
RS;EGITO;Residente;40
RS;REINO UNIDO;Temporário;14
RS;PERU;Temporário;268
RS;MOÇAMBIQUE;Temporário;121
RS;PAÍSES BAIXOS;Residente;193
RS;REINO UNIDO;Residente;285
RS;EL SALVADOR;Residente;61
RS;HAITI;Temporário;2087
RS;GUINÉ EQUATORIAL;Temporário;5
RS;ISRAEL;Residente;33
RS;ESPANHA;Provisório;1
RS;CANADÁ;Residente;135
RS;ANGOLA;Residente;109
RS;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;10
RS;POLÔNIA;Residente;298
RS;NICARÁGUA;Residente;39
RS;FRANÇA;Residente;401
RS;SENEGAL;Residente;3294
RS;URUGUAI;Provisório;73
SP;BOLÍVIA;Residente;88113
SP;SUÍCA;Residente;2056
SP;CHINA;Residente;36554
SP;BOLÍVIA;Temporário;28985
SP;ARGENTINA;Residente;22545
SP;PERU;Residente;14516
SP;JAPÃO;Residente;39795
SP;BÉLGICA;Residente;1134
SP;PARAGUAI;Residente;10327
SP;ESTADOS UNIDOS;Residente;11242
SP;SÍRIA;Residente;4073
SP;REINO UNIDO;Residente;3901
SP;HAITI;Residente;28783
SP;PORTUGAL;Residente;73436
SP;CHILE;Residente;15710
SP;COLÔMBIA;Residente;11503
SP;ALEMANHA;Residente;10691
SP;ITÁLIA;Residente;24062
SP;ANGOLA;Residente;5590
SP;URUGUAI;Residente;5411
SP;ESPANHA;Residente;21914
SP;CORÉIA DO SUL;Residente;15710
SP;CANADÁ;Residente;1325
SP;FRANÇA;Residente;7692
SP;PERU;Temporário;4310
SP;MÉXICO;Temporário;414
SP;PAÍSES BAIXOS;Residente;2449
SP;LÍBANO;Residente;6202
SP;VENEZUELA;Residente;16327
SP;LESOTO;Residente;2
SP;BAHAMA,IS;Residente;5
SP;AUSTRIA;Residente;1116
SP;NIGÉRIA;Residente;4690
SP;PARAGUAI;Temporário;2487
SP;ESLOVÊNIA;Residente;40
SP;CAMARÕES;Residente;318
SP;JORDÂNIA;Residente;253
SP;SENEGAL;Residente;2517
SP;FILIPINAS;Residente;556
SP;RÚSSIA;Residente;1051
SP;DINAMARCA;Residente;432
SP;TOGO;Residente;179
SP;EQUADOR;Residente;1894
SP;CUBA;Residente;3405
SP;SÉRVIA;Residente;94
SP;CONGO;Residente;575
SP;BULGÁRIA;Residente;126
SP;ZÂMBIA;Residente;13
SP;MÉXICO;Residente;2967
SP;ISRAEL;Residente;977
SP;ESPANHA;Temporário;285
SP;EL SALVADOR;Residente;206
SP;ASHMORE E CARTIER;Residente;1
SP;ALEMANHA;Temporário;450
SP;POLÔNIA;Residente;1232
SP;ROMÊNIA;Residente;1429
SP;GRÉCIA;Residente;995
SP;UCRÂNIA;Residente;288
SP;SERRA LEOA;Residente;138
SP;EGITO;Residente;932
SP;ANGOLA;Temporário;1309
SP;TAIWAN, PROVINCIA DA CHINA;Residente;94
SP;AUSTRÁLIA;Residente;624
SP;SUÉCIA;Residente;993
SP;COSTA RICA;Residente;288
SP;NICARÁGUA;Residente;168
SP;ESTÔNIA;Residente;64
SP;SERVIA E MONTENEGRO;Residente;1139
SP;AFRICA DO SUL;Residente;387
SP;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;242
SP;CABO VERDE;Residente;322
SP;FILIPINAS;Temporário;243
SP;ITÁLIA;Temporário;349
SP;INDIA;Residente;1371
SP;VIETINA;Residente;73
SP;ARGÉLIA;Residente;92
SP;MARROCOS;Residente;569
SP;ESLOVÁQUIA;Residente;66
SP;COLÔMBIA;Temporário;5131
SP;MOÇAMBIQUE;Residente;282
SP;ANGOLA;Provisório;4671
SP;IRLANDA;Residente;411
SP;TURQUIA;Residente;597
SP;IRAQUE;Residente;223
SP;PANAMÁ;Residente;259
SP;FINLÂNDIA;Residente;294
SP;ETIÓPIA;Residente;28
SP;GUINÉ BISSAU;Residente;894
SP;CHILE;Temporário;823
SP;GUINÉ BISSAU;Temporário;207
SP;MALÁSIA;Residente;98
SP;HUNGRIA;Residente;524
SP;GUIANA FRANCESA;Residente;76
SP;CHINA;Provisório;689
SP;COSTA RICA;Temporário;81
SP;CHINA;Temporário;1754
SP;GUATEMALA;Residente;217
SP;CROÁCIA;Residente;95
SP;IRÃ;Residente;423
SP;NOVA ZELÂNDIA;Residente;146
SP;PALESTINA;Residente;453
SP;ALBÂNIA;Residente;26
SP;PAQUISTÃO;Residente;611
SP;INDONÉSIA;Residente;196
SP;ARGENTINA;Temporário;698
SP;REP. DOMINICANA;Residente;403
SP;GUINÉ BISSAU;Provisório;146
SP;EQUADOR;Temporário;1767
SP;GABÃO;Provisório;7
SP;REPÚBLICA TCHECA;Residente;144
SP;ARÁBIA SAUDITA;Residente;36
SP;BERMUDAS;Residente;2
SP;TANZÂNIA;Residente;88
SP;TAILÂNDIA;Residente;108
SP;GUATEMALA;Temporário;91
SP;GANA;Residente;373
SP;QUÊNIA;Residente;56
SP;ESTADOS UNIDOS;Temporário;2504
SP;NORUEGA;Residente;238
SP;AUSTRIA;Temporário;31
SP;CORÉIA DO SUL;Provisório;75
SP;CINGAPURA;Residente;73
SP;UGANDA;Residente;23
SP;BURUNDI;Provisório;3
SP;BANGLADESH;Residente;1580
SP;TUNÍSIA;Residente;173
SP;MALI;Residente;169
SP;GUIANA;Residente;22
SP;CHIPRE;Residente;14
SP;LITUÂNIA;Residente;1105
SP;SAO TOMÉ E PRÍNCIPE;Provisório;7
SP;HONDURAS;Residente;122
SP;APÁTRIDA;Residente;639
SP;JAMAICA;Residente;16
SP;LÍBANO;Provisório;308
SP;REINO UNIDO;Temporário;156
SP;LUXEMBURGO;Residente;31
SP;JAPÃO;Temporário;426
SP;GABÃO;Residente;6
SP;MARROCOS;Temporário;21
SP;CAZAQUISTÃO;Residente;23
SP;LIBÉRIA;Residente;27
SP;BELIZE;Residente;2
SP;FRANÇA;Temporário;602
SP;ARMÊNIA;Residente;62
SP;RÚSSIA;Temporário;218
SP;PORTUGAL;Temporário;254
SP;GUINÉ;Residente;212
SP;LETÔNIA;Residente;188
SP;CANADÁ;Temporário;48
SP;COSTA DO MARFIM;Residente;90
SP;VENEZUELA;Temporário;17248
SP;CORÉIA DO SUL;Temporário;314
SP;REP. DOMINICANA;Temporário;255
SP;MOLDOVA;Residente;17
SP;ISLÂNDIA;Residente;20
SP;INDIA;Temporário;411
SP;AFEGANISTÃO;Residente;276
SP;BELARUS;Residente;43
SP;GRÉCIA;Temporário;43
SP;MACEDÔNIA;Residente;13
SP;QUIRGUISTÃO;Residente;5
SP;TRINIDAD E TOBAGO;Residente;27
SP;PANAMÁ;Provisório;4
SP;TCHECOSLOVAQUIA;Residente;113
SP;MALTA;Residente;22
SP;KOSOVO;Residente;2
SP;BURUNDI;Residente;27
SP;VIETNAM DO NORTE;Residente;12
SP;MAURÍCIO;Residente;28
SP;CUBA;Temporário;275
SP;SÃO VICENTE E GRANADINAS;Residente;4
SP;AZERBAIJÃO;Residente;5
SP;SAO TOMÉ E PRÍNCIPE;Residente;20
SP;BOLÍVIA;Provisório;18
SP;SOMÁLIA;Residente;11
SP;NÍGER;Temporário;3
SP;KUAITE;Residente;7
SP;UNIÃO SOVIÉTICA;Residente;62
SP;GÂMBIA;Residente;73
SP;SUDÃO;Residente;86
SP;SUÍCA;Temporário;55
SP;MOÇAMBIQUE;Provisório;60
SP;SANTA LÚCIA;Residente;2
SP;SRI LANKA;Residente;13
SP;MYANMAR;Residente;10
SP;SURINAME;Residente;20
SP;CORÉIA DO NORTE;Residente;6
SP;eritréia;Residente;2
SP;ALEMANHA;Provisório;7
SP;BURKINA FASO;Residente;107
SP;LÍBANO;Temporário;89
SP;URUGUAI;Temporário;46
SP;GUAM;Residente;3
SP;HONG-KONG (R.A.E.);Residente;44
SP;ILHAS CANARIAS;Residente;7
SP;PORTO RICO;Residente;3
SP;BARBADOS;Residente;2
SP;SENEGAL;Temporário;78
SP;IRÃ;Residente;2
SP;HAITI;Temporário;4779
SP;CABO VERDE;Temporário;87
SP;MOÇAMBIQUE;Temporário;181
SP;BOTSUANA;Residente;1
SP;SAO TOMÉ E PRÍNCIPE;Temporário;27
SP;NEPAL;Residente;56
SP;ESPANHA;Provisório;7
SP;NORUEGA;Temporário;35
SP;AFRICA DO SUL;Provisório;68
SP;GEÓRGIA;Residente;14
SP;BÓSNIA-HERZEGOVINA;Residente;20
SP;DINAMARCA;Temporário;36
SP;ZIMBÁBUE;Residente;14
SP;CHADE;Residente;7
SP;IÊMEN;Residente;157
SP;ANTILHAS HOLÂNDESAS;Residente;4
SP;SEYCHELLES;Residente;1
SP;IUGUSLAVIA;Residente;6
SP;BENIN;Residente;154
SP;VENEZUELA;Provisório;1401
SP;ERITRÉIA;Residente;1
SP;BENIN;Temporário;56
SP;MARROCOS;Provisório;462
SP;TAILÂNDIA;Provisório;25
SP;BURKINA FASO;Temporário;3
SP;GÂMBIA;Provisório;29
SP;MAURITÂNIA;Residente;49
SP;CUBA;Provisório;2302
SP;NIGÉRIA;Provisório;427
SP;COLÔMBIA;Provisório;93
SP;TUNÍSIA;Provisório;153
SP;IRÃ;Temporário;101
SP;NEPAL;Provisório;13
SP;FILIPINAS;Provisório;88
SP;QUÊNIA;Provisório;4
SP;IRÃ;Provisório;74
SP;AFEGANISTÃO;Temporário;3665
SP;MADAGASCAR;Temporário;2
SP;EL SALVADOR;Temporário;40
SP;ARMÊNIA;Provisório;2
SP;BANGLADESH;Temporário;176
SP;TANZÂNIA;Provisório;23
SP;GUINÉ;Provisório;106
SP;ETIÓPIA;Temporário;9
SP;PAÍSES BAIXOS;Temporário;94
SP;REP. DOMINICANA;Provisório;138
SP;DOMINICA;Residente;11
SP;CROÁCIA;Provisório;3
SP;ISRAEL;Temporário;38
SP;EMIRADOS ÁRABES;Residente;13
SP;BANGLADESH;Provisório;216
SP;RÚSSIA;Provisório;118
SP;ESTÔNIA;Temporário;7
SP;GÂMBIA;Temporário;4
SP;EGITO;Provisório;78
SP;JAMAICA;Temporário;11
SP;SRI LANKA;Temporário;20
SP;TRINIDAD E TOBAGO;Provisório;3
SP;NIGÉRIA;Temporário;99
SP;TOGO;Provisório;125
SP;REPÚBLICA DEMOCRÁTICA DO CONGO;Provisório;84
SP;BENIN;Provisório;36
SP;PAQUISTÃO;Provisório;24
SP;MALI;Temporário;4
SP;LÍBIA;Residente;174
SP;NAMÍBIA;Residente;8
SP;IRLANDA;Temporário;13
SP;HAITI;Provisório;21
SP;TURQUIA;Temporário;22
SP;SENEGAL;Provisório;129
SP;SÍRIA;Provisório;56
SP;UCRÂNIA;Temporário;162
SP;ARGENTINA;Provisório;16
SP;SURINAME;Provisório;11
SP;SUÉCIA;Temporário;85
SP;CAMARÕES;Provisório;44
SP;ROMÊNIA;Temporário;22
SP;CAMARÕES;Temporário;23
SP;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;24
SP;MALÁSIA;Provisório;5
SP;AUSTRÁLIA;Temporário;28
SP;UZBEQUISTÃO;Residente;12
SP;MONGÓLIA;Residente;13
SP;GABÃO;Temporário;7
SP;ARGÉLIA;Provisório;13
SP;GANA;Temporário;26
SP;INDONÉSIA;Temporário;12
SP;GANA;Provisório;53
SP;BELARUS;Temporário;9
SP;PAQUISTÃO;Temporário;48
SP;POLÔNIA;Provisório;7
SP;TOGO;Temporário;14
SP;QUÊNIA;Temporário;18
SP;UGANDA;Temporário;6
SP;HONDURAS;Temporário;47
SP;COSTA DO MARFIM;Temporário;11
SP;NICARÁGUA;Temporário;17
SP;CAMBOJA;Residente;5
SP;BOTSUANA;Provisório;1
SP;HUNGRIA;Temporário;9
SP;CANADÁ;Provisório;2
SP;AFRICA DO SUL;Temporário;26
SP;MALI;Provisório;55
SP;CONGO;Provisório;131
SP;BELARUS;Provisório;4
SP;AFEGANISTÃO;Provisório;295
SP;BULGÁRIA;Provisório;2
SP;TURQUIA;Provisório;54
SP;SÍRIA;Temporário;37
SP;BÉLGICA;Temporário;62
